5.075000	5.075000	
20.399188	20.399188	
35.480438	35.480438	
50.474707	50.474707	
65.642813	65.642813	
80.724063	80.724063	
95.606813	95.606813	
110.546417	110.546417	
125.372375	125.372375	
140.255125	140.255125	
155.084175	155.084175	
170.125625	170.125625	
185.130669	185.130669	
200.172063	200.172063	
215.253313	215.253313	
230.334500	230.334500	
245.217250	245.217250	
259.703188	259.703188	
274.189063	274.189063	
289.071875	289.071875	
303.756188	303.756188	
317.845188	317.845188	
331.934250	331.934250	
345.824813	345.824813	
359.715438	359.715438	
373.606000	373.606000	
387.853688	387.853688	
402.141125	402.141125	
416.230187	416.230187	
430.120750	430.120750	
444.408250	444.408250	
458.187767	458.187767	
471.742737	471.742737	
485.467941	485.467941	
499.422813	499.422813	
512.718125	512.718125	
526.303086	526.303086	
539.705500	539.705500	
553.199250	553.199250	
566.891375	566.891375	
580.782000	580.782000	
594.290728	594.290728	
607.546250	607.546250	
620.868683	620.868683	
634.335250	634.335250	
647.893505	647.893505	
661.597430	661.597430	
674.726812	674.726812	
687.714812	687.714812	
700.751503	700.751503	
714.008561	714.008561	
727.203750	727.203750	
740.499063	740.499063	
754.056368	754.056368	
