0.646116	0.646116	
16.480257	16.480257	
31.573409	31.573409	
46.591595	46.591595	
61.759713	61.759713	
76.652955	76.652955	
92.291163	92.291163	
107.487803	107.487803	
123.256810	123.256810	
138.578889	138.578889	
153.817944	153.817944	
169.333995	169.333995	
185.131993	185.131993	
201.349635	201.349635	
217.367367	217.367367	
233.084075	233.084075	
248.803104	248.803104	
264.296074	264.296074	
279.681937	279.681937	
294.982152	294.982152	
310.075218	310.075218	
324.849730	324.849730	
340.141134	340.141134	
354.588281	354.588281	
369.853840	369.853840	
384.841381	384.841381	
399.809589	399.809589	
414.737342	414.737342	
429.451550	429.451550	
444.019304	444.019304	
459.263024	459.263024	
473.981842	473.981842	
488.833887	488.833887	
503.892774	503.892774	
518.451830	518.451830	
532.864517	532.864517	
547.348058	547.348058	
562.060330	562.060330	
576.938220	576.938220	
591.471515	591.471515	
606.039270	606.039270	
621.158377	621.158377	
