34.450000	34.450000	
58.425000	58.425000	
81.850000	81.850000	
104.975000	104.975000	
129.200000	129.200000	
152.925000	152.925000	
176.650000	176.650000	
200.800000	200.800000	
224.703796	224.703796	
248.731342	248.731342	
272.456342	272.456342	
295.831342	295.831342	
318.156342	318.156342	
341.681342	341.681342	
364.981342	364.981342	
388.071285	388.071285	
410.856342	410.856342	
431.784196	431.784196	
452.533205	452.533205	
474.783863	474.783863	
496.309196	496.309196	
516.345246	516.345246	
536.677210	536.677210	
556.537238	556.537238	
578.060649	578.060649	
599.468011	599.468011	
620.620062	620.620062	
640.286673	640.286673	
659.783077	659.783077	
678.968011	678.968011	
699.936386	699.936386	
719.602295	719.602295	
739.752295	739.752295	
758.781485	758.781485	
777.566116	777.566116	
796.056485	796.056485	
813.571089	813.571089	
831.281805	831.281805	
848.752259	848.752259	
865.677259	865.677259	
885.446220	885.446220	
904.677259	904.677259	
925.460268	925.460268	
946.736106	946.736106	
966.727657	966.727657	
