0.000000	0.000000	
14.337000	14.337000	
28.107000	28.107000	
42.039000	42.039000	
55.606500	55.606500	
68.769000	68.769000	
82.134000	82.134000	
96.106500	96.106500	
109.269000	109.269000	
122.634000	122.634000	
135.196216	135.196216	
148.208500	148.208500	
161.502638	161.502638	
175.172582	175.172582	
188.902062	188.902062	
202.469562	202.469562	
216.464268	216.464268	
230.134212	230.134212	
243.616253	243.616253	
257.145270	257.145270	
270.768238	270.768238	
284.203304	284.203304	
297.450466	297.450466	
310.791580	310.791580	
324.367572	324.367572	
337.683562	337.683562	
351.190727	351.190727	
363.686277	363.686277	
376.886464	376.886464	
389.768250	389.768250	
402.535225	402.535225	
415.923314	415.923314	
428.648250	428.648250	
441.203250	441.203250	
453.597868	453.597868	
465.867750	465.867750	
477.837356	477.837356	
489.946875	489.946875	
501.489375	501.489375	
514.102637	514.102637	
526.833066	526.833066	
539.516519	539.516519	
551.777191	551.777191	
563.943911	563.943911	
576.909219	576.909219	
589.189625	589.189625	
601.195683	601.195683	
613.080548	613.080548	
625.904929	625.904929	
638.132000	638.132000	
650.915000	650.915000	
663.915000	663.915000	
676.540000	676.540000	
689.165000	689.165000	
701.488915	701.488915	
713.065000	713.065000	
724.065000	724.065000	
735.565000	735.565000	
747.940000	747.940000	
759.640000	759.640000	
771.265000	771.265000	
783.890000	783.890000	
796.239008	796.239008	
808.540000	808.540000	
821.240000	821.240000	
833.565000	833.565000	
846.080281	846.080281	
859.186516	859.186516	
