11.613857	11.613857	
26.981687	26.981687	
41.731687	41.731687	
56.606687	56.606687	
71.231687	71.231687	
86.206687	86.206687	
100.806687	100.806687	
115.708422	115.708422	
130.256687	130.256687	
144.987463	144.987463	
159.731687	159.731687	
174.755302	174.755302	
189.947165	189.947165	
204.656687	204.656687	
219.556687	219.556687	
234.017254	234.017254	
248.436814	248.436814	
263.022567	263.022567	
277.833167	277.833167	
293.034806	293.034806	
308.081687	308.081687	
322.910181	322.910181	
337.896748	337.896748	
352.831687	352.831687	
367.631687	367.631687	
382.328547	382.328547	
397.139147	397.139147	
411.363189	411.363189	
425.831629	425.831629	
440.037035	440.037035	
454.494784	454.494784	
468.767705	468.767705	
483.265474	483.265474	
497.494784	497.494784	
511.344784	511.344784	
525.119784	525.119784	
539.311130	539.311130	
553.036130	553.036130	
567.036130	567.036130	
580.711130	580.711130	
594.349861	594.349861	
608.153535	608.153535	
622.006090	622.006090	
635.899861	635.899861	
649.974861	649.974861	
664.474861	664.474861	
678.589424	678.589424	
692.745034	692.745034	
