2.525000	2.525000	
16.575000	16.575000	
30.525000	30.525000	
44.050000	44.050000	
57.200000	57.200000	
70.402312	70.402312	
83.300687	83.300687	
95.603813	95.603813	
108.700625	108.700625	
121.995937	121.995937	
134.894313	134.894313	
147.792750	147.792750	
160.492687	160.492687	
172.614317	172.614317	
185.495750	185.495750	
198.195750	198.195750	
210.498812	210.498812	
222.603500	222.603500	
235.303438	235.303438	
247.209688	247.209688	
259.711188	259.711188	
271.419000	271.419000	
283.126750	283.126750	
295.628313	295.628313	
307.534500	307.534500	
317.654813	317.654813	
329.561000	329.561000	
340.673500	340.673500	
352.381313	352.381313	
363.295313	363.295313	
375.201563	375.201563	
387.306188	387.306188	
398.974188	398.974188	
409.888188	409.888188	
420.603813	420.603813	
432.113188	432.113188	
444.217813	444.217813	
456.124063	456.124063	
467.196750	467.196750	
478.110813	478.110813	
489.421688	489.421688	
500.931062	500.931062	
512.837250	512.837250	
524.545062	524.545062	
536.054375	536.054375	
546.968438	546.968438	
558.080938	558.080938	
569.550500	569.550500	
581.258312	581.258312	
592.172312	592.172312	
603.014437	603.014437	
613.730063	613.730063	
625.029250	625.029250	
636.737062	636.737062	
648.206625	648.206625	
659.914437	659.914437	
671.026938	671.026938	
681.940938	681.940938	
692.458125	692.458125	
703.570563	703.570563	
714.683063	714.683063	
725.795500	725.795500	
736.114250	736.114250	
747.822063	747.822063	
759.529813	759.529813	
771.436063	771.436063	
782.945375	782.945375	
794.454750	794.454750	
805.170313	805.170313	
815.885938	815.885938	
827.593687	827.593687	
839.499937	839.499937	
851.207688	851.207688	
863.113938	863.113938	
874.781938	874.781938	
886.092875	886.092875	
897.006875	897.006875	
907.810499	907.810499	
