7.669469	7.669469	
22.962755	22.962755	
38.212755	38.212755	
53.971605	53.971605	
69.093698	69.093698	
83.998945	83.998945	
98.312755	98.312755	
112.154570	112.154570	
126.409282	126.409282	
140.987755	140.987755	
155.911629	155.911629	
170.639977	170.639977	
185.248489	185.248489	
199.588798	199.588798	
213.849217	213.849217	
227.887084	227.887084	
241.812755	241.812755	
255.569073	255.569073	
269.367270	269.367270	
283.171173	283.171173	
296.741111	296.741111	
310.008607	310.008607	
323.987755	323.987755	
337.812755	337.812755	
351.602922	351.602922	
365.435357	365.435357	
378.560192	378.560192	
391.287755	391.287755	
403.682839	403.682839	
415.757839	415.757839	
428.816898	428.816898	
441.445272	441.445272	
454.478804	454.478804	
466.336807	466.336807	
478.582849	478.582849	
491.502252	491.502252	
503.873836	503.873836	
516.405200	516.405200	
528.508581	528.508581	
541.336681	541.336681	
553.480007	553.480007	
566.091261	566.091261	
578.007839	578.007839	
590.554813	590.554813	
603.217426	603.217426	
615.908571	615.908571	
628.451348	628.451348	
641.432839	641.432839	
654.181731	654.181731	
667.084015	667.084015	
679.472718	679.472718	
692.272286	692.272286	
704.558273	704.558273	
717.568979	717.568979	
729.210137	729.210137	
741.457839	741.457839	
754.090259	754.090259	
766.807839	766.807839	
779.318475	779.318475	
792.307839	792.307839	
805.031739	805.031739	
817.757839	817.757839	
830.676526	830.676526	
